"County";"State";"VotesTrump";"VotesClinton";"PercTrump";"PercClinton";"PercWhite";"HIncome"
"Morgan";"Illinois";9060;4693;62;32.1;90.9;4.6809
"Morgan";"Indiana";23671;6037;75.9;19.4;97.7;5.5354
"Morgan";"Kentucky";3628;1006;76.1;21.1;94.3;3.0658
"Morgan";"Missouri";6757;1768;76.7;20.1;96.1;3.4797
"Morgan";"Ohio";4315;1711;68.6;27.2;93.2;3.7865
"Morgan";"Tennessee";5429;1053;81.5;15.8;94.4;3.7631
"Morgan";"Utah";3156;572;61.4;11.1;97.5;8.0337
"Morgan";"West Virginia";5718;1568;74.9;20.5;97.3;3.6046
"Morrill";"Nebraska";1788;282;82.5;13;91.2;4.3886
"Morris";"Kansas";1790;586;69.7;22.8;96;4.7445
"Morris";"New Jersey";125376;114437;50.4;46;82.6;9.8633
"Morris";"Texas";3443;1425;69.4;28.7;69.7;3.7849
"Morrison";"Minnesota";12925;3637;73.7;20.7;97.7;4.7649
"Morrow";"Ohio";11722;3711;72.4;22.9;97.7;5.1484
"Morrow";"Oregon";2698;1004;67.6;25.2;77.7;4.994
"Morton";"Kansas";970;145;83.6;12.5;87.9;4.6607
"Morton";"North Dakota";11319;3077;72.8;19.8;93.6;6.0065
"Motley";"Texas";571;40;92.1;6.5;92.1;3.5845
"Moultrie";"Illinois";4453;1476;71.7;23.8;98.5;4.6622
"Mountrail";"North Dakota";2551;1211;63.6;30.2;65.6;6.8722
"Mower";"Minnesota";8826;7444;50.2;42.3;90.6;4.6004
"Muhlenberg";"Kentucky";9393;3272;72;25.1;93.7;3.8105
"Multnomah";"Oregon";63055;271754;17.6;76;76.5;5.2511
"Murray";"Georgia";10340;1799;83.2;14.5;89.1;3.4888
"Murray";"Minnesota";2974;1295;64.1;27.9;96.7;5.216
"Murray";"Oklahoma";4173;1086;75.5;19.7;78;4.4151
"Muscatine";"Iowa";9549;8284;50;43.4;89;5.1425
"Muscogee";"Georgia";26901;39602;39.4;58;46.3;4.1339
"Muskegon";"Michigan";35962;36640;46.6;47.5;80;4.0979
"Muskingum";"Ohio";23588;10926;65.1;30.2;93;4.0524
"Muskogee";"Oklahoma";15029;7969;62.1;32.9;59.8;3.8502
"Musselshell";"Montana";1961;331;81.4;13.7;96.1;4.3409
"Nacogdoches";"Texas";14751;6822;65.8;30.4;68.6;3.6777
"Nance";"Nebraska";1257;280;78.6;17.5;98;4.4286
"Nantucket";"Massachusetts";1892;4144;29.5;64.7;87.6;8.5478
"Napa";"California";9335;20454;29.6;64.9;71.5;7.0443
"Nash";"North Carolina";23142;23024;49.3;49.1;55.9;4.3084
"Nassau";"Florida";34221;10849;73.5;23.3;89.8;5.5315
"Nassau";"New York";275479;307326;45.9;51.3;73;9.769
"Natchitoches";"Louisiana";8965;7143;54;43;54.3;3.3953
"Natrona";"Wyoming";23523;6573;72.4;20.2;92.8;5.7791
"Navajo";"Arizona";18165;15362;51.3;43.4;49.3;3.6927
"Navarro";"Texas";11984;3998;73.2;24.4;69.4;4.0795
"Nelson";"Kentucky";13430;6434;64.7;31;91.9;4.3833
"Nelson";"North Dakota";1025;536;60.5;31.6;97.2;4.9839
"Nelson";"Virginia";4150;3677;50.3;44.6;83.3;4.8789
"Nemaha";"Kansas";4066;714;80.9;14.2;97.3;4.7122
"Nemaha";"Nebraska";2068;765;68.1;25.2;96.9;4.2672
"Neosho";"Kansas";4340;1464;70.6;23.8;94.1;4.2071
"Neshoba";"Mississippi";7613;2668;72.9;25.6;60.6;3.705
"Ness";"Kansas";1216;160;84.7;11.1;95.6;4.88
"Nevada";"Arkansas";2001;1156;61.7;35.6;65.9;3.3694
"Nevada";"California";14686;16199;44.2;48.7;91.4;5.7353
"New Castle";"Delaware";85507;162905;32.7;62.3;65.5;6.4537
"New Hanover";"North Carolina";54665;50219;50.3;46.2;79.1;4.9835
"New Haven";"Connecticut";157067;201578;42.2;54.1;74.8;6.1996
"New Kent";"Virginia";8117;3545;66.7;29.1;81.7;7.0618
"New London";"Connecticut";54726;62910;43.9;50.5;82.2;6.6583
"New Madrid";"Missouri";5270;1933;71.7;26.3;81.7;3.5793
"New York";"New York";58935;515481;10;87.2;57.4;6.9659
"Newaygo";"Michigan";15174;6212;67.1;27.5;94.1;4.2571
"Newberry";"South Carolina";10011;6212;59.6;37;62.1;4.1718
"Newport";"Rhode Island";13370;19603;38.3;56.2;90.2;7.1713
"Newport News";"Virginia";23650;40997;34.6;59.9;49;5.1027
"Newton";"Arkansas";2875;699;76.6;18.6;96.1;3.0038
"Newton";"Georgia";20907;21936;47.7;50.1;53.8;5.058
"Newton";"Indiana";4074;1403;70.4;24.2;96.2;5.0262
"Newton";"Mississippi";5929;2549;69;29.7;63.2;3.919
"Newton";"Missouri";20546;4988;77.5;18.8;89.3;4.2268
"Newton";"Texas";2961;978;73.8;24.4;76.9;3.7246
"Nez Perce";"Idaho";10699;4828;62.2;28.1;90.1;4.6503
"Niagara";"New York";49223;32888;57.2;38.2;88.5;4.7955
"Nicholas";"Kentucky";1957;787;68.9;27.7;97.9;4.3081
"Nicholas";"West Virginia";7169;1821;76.4;19.4;98.4;4.0064
"Nicollet";"Minnesota";8436;7886;47.1;44;93.7;6.0115
"Niobrara";"Wyoming";1116;115;86;8.9;96.5;3.8438
"Noble";"Indiana";12198;3904;72.2;23.1;92.5;4.7117
"Noble";"Ohio";4441;1201;75.6;20.4;96.1;3.829
"Noble";"Oklahoma";3707;901;76.1;18.5;84.2;4.4842
"Nobles";"Minnesota";5299;2733;61.7;31.8;75.8;4.8208
"Nodaway";"Missouri";6379;2529;67.6;26.8;94.5;3.6641
"Nolan";"Texas";3551;1029;74.9;21.7;83.6;3.6806
"Norfolk";"Massachusetts";119171;219129;33.3;61.2;82.3;8.4916
"Norfolk";"Virginia";19875;51429;26.4;68.4;47.1;4.4747
"Norman";"Minnesota";1699;1264;52.6;39.1;94.2;4.5389
"Northampton";"North Carolina";3556;6113;36.4;62.6;39.2;3.1433
"Northampton";"Pennsylvania";71384;65936;50;46.2;86.3;6.0097
"Northampton";"Virginia";2686;3255;43.8;53.1;57.9;3.3635
"Northumberland";"Pennsylvania";24418;9184;69.8;26.3;95.4;4.1208
"Northumberland";"Virginia";5089;2830;62.2;34.6;71.4;5.1342
"Norton";"Kansas";1808;277;82.6;12.6;94.5;4.6029
"Norton";"Virginia";1021;383;70.1;26.3;88.7;3.9416
"Nottoway";"Virginia";3712;2829;55.3;42.1;56.6;3.6607
"Nowata";"Oklahoma";3321;742;78.4;17.5;69;3.943
"Noxubee";"Mississippi";1181;4330;21.3;78.2;27.1;2.4338
"Nuckolls";"Nebraska";1709;348;79.4;16.2;97.4;3.7594
"Nueces";"Texas";50704;49102;48.8;47.2;81.5;4.7057
"Nye";"Nevada";13320;5095;68;26;85.9;3.9876
"O'Brien";"Iowa";5735;1314;78;17.9;96;4.8185
"Oakland";"Michigan";289127;342976;43.6;51.7;77.3;6.5594
"Obion";"Tennessee";9525;2425;77.9;19.8;85.9;3.9467
"Ocean";"New Jersey";170103;81845;65.5;31.5;91;6.1136
"Oceana";"Michigan";7228;3973;60.7;33.4;90.1;4.0023
"Ochiltree";"Texas";2628;274;88.2;9.2;85.6;4.9964
"Oconee";"Georgia";12885;5253;67.7;27.6;88.4;7.5004
"Oconee";"South Carolina";24096;7979;71.9;23.8;87.8;4.1394
"Oconto";"Wisconsin";13255;5886;66.5;29.5;96.7;5.1615
"Ogemaw";"Michigan";6827;3030;65.7;29.2;97.1;3.4619
"Ogle";"Illinois";14344;8025;60.3;33.7;93.2;5.4541
"Oglethorpe";"Georgia";4622;1829;69.5;27.5;78.3;4.5729
"Ohio";"Indiana";2118;686;72.6;23.5;98.1;5.0377
"Ohio";"Kentucky";7942;2080;76.4;20;96.2;4.083
"Ohio";"West Virginia";11077;5452;62.2;30.6;93.2;4.1025
"Okaloosa";"Florida";71788;23711;71.3;23.6;81.1;5.4684
"Okanogan";"Washington";4048;2630;57.3;37.2;73.9;4.0368
"Okeechobee";"Florida";9342;3953;68.5;29;77.5;3.457
"Okfuskee";"Oklahoma";2791;943;71;24;64.4;3.517
"Oklahoma";"Oklahoma";141429;112661;51.7;41.2;64.6;4.5215
"Okmulgee";"Oklahoma";8926;4379;64.1;31.4;65.8;3.9156
"Oktibbeha";"Mississippi";7671;7851;47.5;48.6;59.2;3.0987
"Oldham";"Kentucky";20469;10268;62.3;31.3;91;8.3391
"Oldham";"Texas";850;78;89.9;8.3;90.2;4.8929
"Oliver";"North Dakota";827;119;82.5;11.9;97.3;7.125
"Olmsted";"Minnesota";35668;36266;45;45.7;85.7;6.6252
"Oneida";"Idaho";1531;184;74;8.9;96.7;4.0842
"Oneida";"New York";48490;30749;57.8;36.7;87.1;4.8729
"Oneida";"Wisconsin";11677;8103;56;38.9;96.6;4.5759
"Onondaga";"New York";78277;102915;40.8;53.6;81.1;5.4242
"Onslow";"North Carolina";36342;17156;65.6;31;74;4.545
"Ontario";"New York";24237;20040;51.2;42.3;93.7;5.6479
"Ontonagon";"Michigan";2069;1175;60.5;34.4;97.3;3.462
"Orange";"California";356892;395801;44.9;49.8;60.8;7.5422
"Orange";"Florida";195091;329579;35.7;60.4;63.6;4.7581
"Orange";"Indiana";5800;2048;70.8;25;97;3.8826
"Orange";"New York";72129;63037;51.2;44.8;77.2;7.0458
"Orange";"North Carolina";18373;59105;23;74;74.4;5.5569
"Orange";"Texas";25385;5716;79.9;18;86.1;4.9507
"Orange";"Vermont";4993;7516;37.1;55.9;97;5.248
"Orange";"Virginia";10511;5955;61.3;34.7;82.4;6.0287
"Orangeburg";"South Carolina";11909;26258;30.7;67.6;34.3;3.411
"Oregon";"Missouri";3668;865;78.6;18.5;96.6;2.7743
"Orleans";"Louisiana";24267;133833;14.7;80.8;33;3.7146
"Orleans";"New York";11582;4327;69.3;25.9;89.8;4.8502
"Orleans";"Vermont";5158;5181;46.9;47.2;96.6;4.1953
"Osage";"Kansas";4713;1730;68.4;25.1;96.9;5.0205
"Osage";"Missouri";5845;998;82.6;14.1;98.8;5.1408
"Osage";"Oklahoma";12559;5593;66.3;29.5;66;4.4195
"Osborne";"Kansas";1437;231;82;13.2;97.6;3.7925
"Osceola";"Florida";50252;85287;35.9;60.9;71;4.3891
"Osceola";"Iowa";2528;552;79.1;17.3;95.2;4.8659
"Osceola";"Michigan";7336;2705;69.2;25.5;96.9;3.7788
"Oscoda";"Michigan";2843;1044;70;25.7;97.7;3.3239
"Oswego";"New York";25870;15614;58.6;35.4;96.3;4.8051
"Otero";"Colorado";2988;1719;59.3;34.1;78.5;3.3848
"Otero";"New Mexico";11756;6033;59.4;30.5;72.7;3.9263
"Otoe";"Nebraska";4833;2017;66.4;27.7;94.9;5.0881
"Otsego";"Michigan";8266;3556;66;28.4;96.9;4.7584
"Otsego";"New York";12284;9285;53.4;40.3;94.7;4.7765
"Ottawa";"Kansas";2261;424;78.9;14.8;96.7;5.8396
"Ottawa";"Michigan";90456;46276;62.2;31.8;90.1;5.6453
"Ottawa";"Ohio";12389;8136;57;37.4;96.5;5.3202
"Ottawa";"Oklahoma";7627;2584;71.4;24.2;69;3.6473
"Otter Tail";"Minnesota";20939;9339;64.9;28.9;96.1;4.8961
"Ouachita";"Arkansas";5347;4320;53.9;43.5;57;3.2015
"Ouachita";"Louisiana";41712;24420;61.4;35.9;60.4;3.8955
"Ouray";"Colorado";1337;1690;40.7;51.4;96.4;6.4601
"Outagamie";"Wisconsin";51579;38117;54.2;40.1;91.3;5.8318
"Overton";"Tennessee";6055;1943;73.9;23.7;97.7;3.4604
"Owen";"Indiana";6151;1946;72.2;22.8;97.9;4.395
"Owen";"Kentucky";3745;1062;74.9;21.2;96.6;4.1009
"Owsley";"Kentucky";1474;256;83.8;14.6;98.7;1.9986
"Owyhee";"Idaho";3052;591;77.9;15.1;76;3.2175
"Oxford";"Maine";16214;12172;52.1;39.1;96.8;4.0674
"Ozark";"Missouri";3639;724;80.8;16.1;97.4;3.2078
"Ozaukee";"Wisconsin";30458;20167;57.1;37.8;94.9;7.5457
"Pacific";"Washington";4444;3900;50.1;44;87.4;3.983
"Page";"Iowa";4875;1801;70;25.8;94.4;4.301
"Page";"Virginia";7824;2514;73.4;23.6;95.9;4.2906
"Palm Beach";"Florida";270762;371411;41.2;56.5;73.5;5.2432
"Palo Alto";"Iowa";3079;1395;65.9;29.8;97.8;4.4663
"Palo Pinto";"Texas";8222;1700;80.8;16.7;87.1;4.167
"Pamlico";"North Carolina";4225;2427;62.4;35.8;76.3;4.3853
"Panola";"Mississippi";7371;7300;49.6;49.1;49.4;3.5715
"Panola";"Texas";8445;1835;81.1;17.6;76.8;5.2453
"Park";"Colorado";6053;3351;59.1;32.7;94.7;6.157
"Park";"Montana";4632;3341;53.8;38.8;96.5;4.2426
"Park";"Wyoming";11115;2535;76;17.3;95.6;5.3951
"Parke";"Indiana";4863;1441;74;21.9;96.1;4.387
"Parker";"Texas";46433;8329;82.3;14.8;91.4;6.4515
"Parmer";"Texas";1911;848;67.8;30.1;77.6;4.4943
"Pasco";"Florida";NA;NA;NA;NA;88.2;4.3888
"Pasquotank";"North Carolina";8082;8455;47.6;49.8;56.7;4.6053
"Passaic";"New Jersey";71488;112608;37.8;59.5;62.6;5.7654
"Patrick";"Virginia";6454;1768;76;20.8;91.1;3.4864
"Paulding";"Georgia";44646;18004;69.1;27.9;77.7;6.1837
"Paulding";"Ohio";6359;2068;71.9;23.4;95.7;4.4861
"Pawnee";"Kansas";1872;567;71.9;21.8;90.7;4.4078
"Pawnee";"Nebraska";970;279;73.8;21.2;97.7;3.7321
"Pawnee";"Oklahoma";4716;1341;74.3;21.1;80.6;4.4375
"Payette";"Idaho";4306;892;75.5;15.6;88.6;4.3649
"Payne";"Oklahoma";16644;8785;60;31.7;81.9;3.6812
"Peach";"Georgia";5405;5083;50.5;47.5;48.3;3.9844
"Pearl River";"Mississippi";15530;2919;82.2;15.5;84;4.251
"Pecos";"Texas";2463;1551;59.1;37.2;79.4;4.7019
"Pembina";"North Dakota";2204;681;71.3;22;95.5;4.9846
"Pemiscot";"Missouri";3964;1946;65.8;32.3;70.4;2.8889
"Pend Oreille";"Washington";4151;1834;64.5;28.5;91.6;4.0567
"Pender";"North Carolina";17317;9086;64;33.6;76.1;4.4524
"Pendleton";"Kentucky";4604;1164;76.6;19.4;98.2;4.548
"Pendleton";"West Virginia";2388;726;74.3;22.6;96.2;3.4175
"Pennington";"Minnesota";4000;2146;60;32.2;93.8;4.5633
"Pennington";"South Dakota";29804;14074;62.4;29.5;83.6;5.0833
"Penobscot";"Maine";41111;32638;51.7;41.1;95.4;4.3734
"Peoria";"Illinois";35299;37436;45.6;48.3;74.4;5.0712
"Pepin";"Wisconsin";2228;1345;59.5;35.9;98.2;4.7701
"Perkins";"Nebraska";1202;160;84.8;11.3;97.1;5.8625
"Perkins";"South Dakota";1333;188;83;11.7;96.9;3.8362
"Perquimans";"North Carolina";4143;2291;62.8;34.7;72.1;4.3709
"Perry";"Alabama";1403;3823;26.7;72.7;30.3;2.8209
"Perry";"Arkansas";2979;1035;69.9;24.3;95.2;4.2455
"Perry";"Illinois";6816;2433;70.2;25.1;87.9;4.2078
"Perry";"Indiana";4556;3062;56.8;38.2;96;4.7596
"Perry";"Kentucky";8158;2136;77.2;20.2;96.5;3.3528
"Perry";"Mississippi";4135;1220;76.1;22.5;78.2;3.6124
"Perry";"Missouri";6907;1520;79.1;17.4;97.2;4.7876
"Perry";"Ohio";9978;4072;68.1;27.8;97.9;4.1446
"Perry";"Pennsylvania";15613;4630;73.8;21.9;97.4;5.7375
"Perry";"Tennessee";2167;597;75.9;20.9;95.8;3.2845
"Pershing";"Nevada";1403;430;70.8;21.7;81.9;5.2101
"Person";"North Carolina";11116;7772;57.6;40.3;68.3;4.2317
"Petersburg";"Virginia";1448;12005;10.6;87.5;16.1;3.4424
"Petroleum";"Montana";276;30;86.3;9.4;98.8;4.1705
"Pettis";"Missouri";12792;4322;70.9;24;89.7;3.858
"Phelps";"Missouri";12699;4761;68.6;25.7;91.7;4.1964
"Phelps";"Nebraska";3832;571;83.1;12.4;96.9;5
"Philadelphia";"Pennsylvania";105418;560542;15.5;82.4;41;3.7192
"Phillips";"Arkansas";2443;4292;35.2;61.9;35;2.6737
"Phillips";"Colorado";1791;436;76.8;18.7;89.2;4.3011
"Phillips";"Kansas";2200;296;84.3;11.3;97;4.3059
"Phillips";"Montana";1715;315;79.8;14.7;87;4.2632
"Piatt";"Illinois";5623;2633;63.2;29.6;98;6.3027
"Pickaway";"Ohio";16482;6325;69.2;26.6;94.5;5.4003
"Pickens";"Alabama";5454;3972;57.4;41.8;56.3;2.8741
"Pickens";"Georgia";11651;1977;83.3;14.1;95.7;5.1383
"Pickens";"South Carolina";36096;10327;73.9;21.1;88.7;4.1788
"Pickett";"Tennessee";2019;536;77.4;20.5;98.3;3.5184
"Pierce";"Georgia";6301;903;86.4;12.4;86.9;3.9067
"Pierce";"Nebraska";3052;382;85.3;10.7;98.4;5.1924
"Pierce";"North Dakota";1433;431;70.9;21.3;94.1;4.2975
"Pierce";"Washington";94998;113819;42.3;50.7;74.2;5.9204
"Pierce";"Wisconsin";11260;8380;53.4;39.7;96.6;5.9226
"Pike";"Alabama";7681;5039;59;38.7;58.2;3.309
"Pike";"Arkansas";3150;684;79.1;17.2;90;3.2206
"Pike";"Georgia";7273;1239;83.8;14.3;87.3;5.3865
"Pike";"Illinois";5749;1412;77.1;18.9;96.9;3.9845
"Pike";"Indiana";4398;1297;73.6;21.7;98.2;4.068
"Pike";"Kentucky";19740;4277;80.1;17.4;98;3.2961
"Pike";"Mississippi";7748;7636;49.6;48.8;46.4;3.4841
"Pike";"Missouri";5274;1806;71.5;24.5;90.2;3.985
"Pike";"Ohio";7669;3443;66.6;29.9;96.6;4.2165
"Pike";"Pennsylvania";16035;9247;61.5;35.5;88.6;5.934
"Pima";"Arizona";138819;183199;41;54.1;74.3;4.5841
"Pinal";"Arizona";44432;29546;57.4;38.2;72.4;5.0027
"Pine";"Minnesota";8191;4580;59.7;33.4;91.9;4.3928
"Pinellas";"Florida";NA;NA;NA;NA;82.1;4.5535
"Pipestone";"Minnesota";3338;1127;69.8;23.6;93.5;4.6019
"Piscataquis";"Maine";5341;3050;59.2;33.8;96.9;3.6646
"Pitkin";"Colorado";2522;7239;24.3;69.7;93.5;7.2745
"Pitt";"North Carolina";35191;40967;45;52.3;58.9;4.0718
"Pittsburg";"Oklahoma";12740;3704;73.9;21.5;73.6;4.1252
"Pittsylvania";"Virginia";21742;9195;68.6;29;75.5;4.2143
"Piute";"Utah";537;31;87;5;94.7;3.85
"Placer";"California";55212;43915;52.5;41.8;83.5;7.2725
"Plaquemines";"Louisiana";6900;3347;65.3;31.7;70.5;5.5138
"Platte";"Missouri";24975;18915;53.5;40.6;87.2;6.7721
"Platte";"Nebraska";10864;2612;77.3;18.6;90;5.1213
"Platte";"Wyoming";3437;719;77.1;16.1;95.4;4.5512
"Pleasants";"West Virginia";2342;620;74.8;19.8;97.3;4.1859
"Plumas";"California";5079;3224;57.5;36.5;89;4.5794
"Plymouth";"Iowa";9659;2878;74;22;96.4;5.8888
"Plymouth";"Massachusetts";114722;133828;43.4;50.7;85.5;7.5092
"Pocahontas";"Iowa";2692;962;70.3;25.1;97.5;4.4073
"Pocahontas";"West Virginia";2474;924;68.4;25.5;97.8;3.3779
"Poinsett";"Arkansas";3149;1878;59.1;35.2;89.9;3.2089
"Pointe Coupee";"Louisiana";6789;4764;57.7;40.5;61.4;4.5363
"Polk";"Arkansas";6606;1210;80.4;14.7;92.7;3.2835
"Polk";"Florida";NA;NA;NA;NA;75.2;4.3113
"Polk";"Georgia";11006;2863;77.7;20.2;77.1;3.9208
"Polk";"Iowa";93421;119671;40.9;52.4;84.7;5.9018
"Polk";"Minnesota";8979;4712;61.1;32.1;93.3;5.0695
"Polk";"Missouri";10435;2630;76.1;19.2;96.2;3.9512
"Polk";"Nebraska";2019;411;79.6;16.2;97.9;5.2848
"Polk";"North Carolina";6738;3715;62.8;34.6;90.8;4.4745
"Polk";"Oregon";18333;15741;49.5;42.5;85.9;5.2808
"Polk";"Tennessee";5097;1252;78.2;19.2;97.5;3.9074
"Polk";"Texas";26587;7123;77.2;20.7;77.3;3.7855
"Polk";"Wisconsin";13864;7568;61.1;33.4;96.8;4.8538
"Pondera";"Montana";1786;737;66.1;27.3;82.7;4.1277
"Pontotoc";"Mississippi";9442;2123;79.9;18;80.1;3.9899
"Pontotoc";"Oklahoma";10420;3633;70.3;24.5;71.2;4.1881
"Pope";"Arkansas";15694;4818;72.1;22.1;89.5;4.0453
"Pope";"Illinois";1678;374;78.7;17.5;91.7;3.8371
"Pope";"Minnesota";3793;2106;60.3;33.5;97.9;5.235
"Poquoson";"Virginia";5089;1599;71.5;22.5;95.1;8.1892
"Portage";"Ohio";38978;31463;52.7;42.5;92.3;5.2697
"Portage";"Wisconsin";17310;18524;45.4;48.6;94.2;5.0996
"Porter";"Indiana";38719;33531;50.6;43.8;91.3;6.2794
"Portsmouth";"Virginia";12773;28462;29.7;66.2;41.6;4.6166
"Posey";"Indiana";8393;3515;67.4;28.2;97.2;5.875
"Pottawatomie";"Kansas";7451;2191;71.9;21.2;93.6;5.6854
"Pottawatomie";"Oklahoma";17826;6005;70.1;23.6;76.3;4.2764
"Pottawattamie";"Iowa";24441;15341;57.9;36.3;92.9;5.1304
"Potter";"Pennsylvania";6247;1300;80.3;16.7;98.1;4.1547
"Potter";"South Dakota";1069;215;80.1;16.1;97.6;4.4556
"Potter";"Texas";19499;7620;68.8;26.9;69.8;3.7951
"Powder River";"Montana";880;127;84;12.1;95;4.625
"Powell";"Kentucky";3513;1272;70.9;25.7;97.7;2.6839
"Powell";"Montana";2017;549;72.6;19.8;92.4;4.0802
"Power";"Idaho";1666;699;60.4;25.3;75.1;4.4212
"Poweshiek";"Iowa";4936;4272;50.9;44.1;94.9;5.0349
"Powhatan";"Virginia";11875;4057;70.7;24.2;83.8;7.6548
"Prairie";"Arkansas";2503;812;72.8;23.6;86.4;3.4855
"Prairie";"Montana";555;100;80.7;14.5;96.4;3.8036
"Pratt";"Kansas";2824;769;74.2;20.2;94.1;4.6035
"Preble";"Ohio";15376;4323;75.1;21.1;97.6;4.8405
"Prentiss";"Mississippi";7647;2067;77.5;20.9;84.3;3.2503
"Presidio";"Texas";652;1458;29.6;66.2;85.9;2.9634
"Presque Isle";"Michigan";4486;2400;62.2;33.3;97.6;3.9652
"Preston";"West Virginia";9501;2462;75.3;19.5;97.6;4.5413
"Price";"Wisconsin";4562;2671;60.3;35.3;97.1;4.2644
"Prince Edward";"Virginia";4099;4590;45;50.4;63.3;3.7436
"Prince George";"Virginia";9157;6419;56.7;39.8;61.1;6.3074
"Prince George's";"Maryland";29290;313627;8.3;89.3;19.2;7.3623
"Prince William";"Virginia";54065;83093;37.3;57.4;57.8;9.8071
"Providence";"Rhode Island";84939;131372;37.6;58.1;73.4;4.9297
"Prowers";"Colorado";3508;1173;70.5;23.6;81;3.4391
"Pueblo";"Colorado";27746;27945;46.2;46.5;79.4;4.1777
"Pulaski";"Arkansas";61182;89377;38.4;56;57.5;4.6013
"Pulaski";"Georgia";2436;1104;67.7;30.7;63.9;4.155
"Pulaski";"Illinois";1583;817;64;33;64.4;3.3717
"Pulaski";"Indiana";3854;1327;70.9;24.4;97.2;4.4764
"Pulaski";"Kentucky";22900;4208;81.7;15;96.1;3.4092
"Pulaski";"Missouri";9870;2918;73.4;21.7;77.5;4.982
"Pulaski";"Virginia";10314;4170;68.3;27.6;92.5;4.4312
"Pushmataha";"Oklahoma";3581;748;79.9;16.7;75;2.9897
"Putnam";"Florida";NA;NA;NA;NA;77.3;3.2497
"Putnam";"Georgia";6516;2745;69.1;29.1;67.9;4.4764
"Putnam";"Illinois";1762;1143;57.3;37.2;96.6;5.4196
"Putnam";"Indiana";10637;3356;72.5;22.9;93.4;5.0821
"Putnam";"Missouri";1936;352;82.7;15;98.2;3.6713
"Putnam";"New York";25241;17363;57.1;39.3;90.7;9.5117
"Putnam";"Ohio";14704;2874;80;15.6;95.7;6.1192
"Putnam";"Tennessee";18981;6847;70.4;25.4;92;3.3709
"Putnam";"West Virginia";17455;5784;71.4;23.7;96.8;5.4854
"Quay";"New Mexico";2208;1016;61.9;28.5;86.1;3.0802
"Queen Anne's";"Maryland";16211;7316;65.8;29.7;88.7;8.7256
"Queens";"New York";138550;473389;22.1;75.5;39.7;5.7001
"Quitman";"Georgia";575;461;55.1;44.2;51.3;3.1068
"Quitman";"Mississippi";998;2303;29.8;68.7;29;2.2863
"Rabun";"Georgia";6287;1443;79.1;18.2;93.3;3.5423
"Racine";"Wisconsin";46620;42506;49.8;45.4;79.7;5.409
"Radford";"Virginia";2637;2923;43.7;48.5;87;3.0714
"Rains";"Texas";3919;619;84.6;13.4;91.2;4.4478
"Raleigh";"West Virginia";21835;6362;74.5;21.7;88.5;4.0758
"Ralls";"Missouri";3969;1138;75.4;21.6;97.3;4.7969
"Ramsey";"Minnesota";70778;176929;26.3;65.7;70.1;5.4247
"Ramsey";"North Dakota";3216;1505;61.6;28.8;87.7;4.8604
"Randall";"Texas";43379;8340;80.6;15.5;88.9;5.8529
"Randolph";"Alabama";7697;2290;76;22.6;76.5;3.5213
"Randolph";"Arkansas";4508;1425;70.7;22.3;96.5;3.4418
"Randolph";"Georgia";1270;1597;43.9;55.2;36.6;3.0023
"Randolph";"Illinois";9992;3421;71.2;24.4;87.6;4.7427
"Randolph";"Indiana";7515;2446;71.9;23.4;96.1;4.0904
"Randolph";"Missouri";7529;2283;73;22.1;91;3.7203
"Randolph";"North Carolina";49156;13074;77.3;20.6;85.5;4.1208
"Randolph";"West Virginia";7583;2724;70.1;25.2;97.3;3.7276
"Rankin";"Mississippi";46168;13741;75.2;22.4;77.3;5.738
"Ransom";"North Dakota";1209;836;52.2;36.1;97.8;4.9788
"Rapides";"Louisiana";36814;18318;64.8;32.2;63.3;4.093
"Rappahannock";"Virginia";2532;1741;57;39.2;92.7;5.6438
"Ravalli";"Montana";14673;6166;66.3;27.9;95.9;3.8688
"Rawlins";"Kansas";1209;160;83.5;11;97.2;4.3482
"Ray";"Missouri";7103;3088;65.6;28.5;96.3;5.2698
"Reagan";"Texas";709;167;78.8;18.6;77.1;6.125
"Real";"Texas";1382;262;82.4;15.6;90.5;3.3885
"Red Lake";"Minnesota";1141;540;61;28.9;96.2;4.7569
"Red River";"Louisiana";2391;1938;54.1;43.8;59;3.9346
"Red River";"Texas";3924;1148;76.2;22.3;76.5;3.1712
"Red Willow";"Nebraska";4212;638;83.2;12.6;96;4.2345
"Redwood";"Minnesota";5137;1887;67.9;24.9;89.1;4.7447
"Reeves";"Texas";1417;1659;44.5;52.1;77.2;4.0571
"Refugio";"Texas";1830;1034;62.1;35.1;80.5;4.4548
"Reno";"Kansas";15100;6670;64.4;28.4;90.6;4.3798
"Rensselaer";"New York";31933;30039;48.4;45.5;87.5;5.9432
"Renville";"Minnesota";4890;2117;64.7;28;95.4;5.0802
"Renville";"North Dakota";978;200;77.9;15.9;97.9;6.0847
"Republic";"Kansas";1993;370;80.2;14.9;98;3.9572
"Reynolds";"Missouri";2402;540;79.2;17.8;96.7;3.4496
"Rhea";"Tennessee";8650;1942;79;17.7;93.4;3.6741
"Rice";"Kansas";2652;668;74.3;18.7;91.4;4.5336
"Rice";"Minnesota";15428;14437;47.9;44.8;89.3;5.9915
"Rich";"Utah";786;104;71.7;9.5;97;5
"Richardson";"Nebraska";2684;798;73.2;21.8;94.3;3.8582
"Richland";"Illinois";5736;1579;75.2;20.7;97.3;4.407
"Richland";"Louisiana";6286;3157;65.5;32.9;62.1;3.6835
