"County";"State";"VotesTrump";"VotesClinton";"PercTrump";"PercClinton";"PercWhite";"HIncome"
"Douglas";"Colorado";100178;67045;54.8;36.7;90.2;10.1591
"Douglas";"Georgia";24803;30971;43.2;54;52.5;5.2691
"Douglas";"Illinois";5695;1946;70.4;24.1;95.7;5.2741
"Douglas";"Kansas";14308;30089;29.7;62.4;84.5;4.9508
"Douglas";"Minnesota";13966;6227;64.6;28.8;97.7;5.0905
"Douglas";"Missouri";5486;984;82.3;14.8;97.1;3.213
"Douglas";"Nebraska";102151;105207;46.5;47.9;76.4;5.3325
"Douglas";"Nevada";17406;8453;62.5;30.3;89.6;6.01
"Douglas";"Oregon";34112;13891;66.4;27.1;92.4;4.0524
"Douglas";"South Dakota";1338;214;83.4;13.3;96.6;4.92
"Douglas";"Washington";3336;1755;62.2;32.7;79.6;5.1908
"Douglas";"Wisconsin";9657;11342;43.5;51.1;93.2;4.5418
"Drew";"Arkansas";3967;2364;60.2;35.9;68.8;3.1171
"Dubois";"Indiana";13365;5389;67.1;27.1;95.1;5.478
"Dubuque";"Iowa";23384;22774;47.7;46.4;94.1;5.1475
"Duchesne";"Utah";5482;498;79.5;7.2;89.2;5.7683
"Dukes";"Massachusetts";2474;8338;21.6;72.9;87.6;6.6288
"Dundy";"Nebraska";823;89;86.7;9.4;95.3;4.7431
"Dunklin";"Missouri";8026;2360;75.9;22.3;85.1;3.1304
"Dunn";"North Dakota";1753;356;79.7;16.2;84.9;6.05
"Dunn";"Wisconsin";11487;9025;52.1;41;94.7;4.8893
"DuPage";"Illinois";164355;222499;39.8;53.9;77.9;7.8487
"Duplin";"North Carolina";12151;8196;59;39.8;57.2;3.4433
"Durham";"North Carolina";27879;118783;18.5;78.9;46.4;5.1853
"Dutchess";"New York";58163;56874;48.4;47.3;80.1;7.2525
"Duval";"Florida";210061;203627;49;47.5;60.9;4.8323
"Duval";"Texas";1316;2783;31.6;66.9;87;3.4131
"Dyer";"Tennessee";10175;2815;76.6;21.2;82;3.8953
"Eagle";"Colorado";8153;12652;36.1;56;83.2;7.4456
"Early";"Georgia";2552;2165;53.4;45.3;48.4;2.8853
"East Baton Rouge";"Louisiana";84620;102711;43.1;52.3;48.8;4.8506
"East Carroll";"Louisiana";1059;1838;36;62.5;28.9;2.5321
"East Feliciana";"Louisiana";5569;4235;55.5;42.2;53.2;4.7225
"Eastland";"Texas";6008;776;86.6;11.2;89.9;3.4914
"Eaton";"Michigan";27608;24534;49.6;44.1;87.8;5.4115
"Eau Claire";"Wisconsin";23301;27271;43.1;50.4;93.1;4.809
"Echols";"Georgia";1006;156;85.6;13.3;74.9;3.1375
"Ector";"Texas";24976;10225;68.7;28.1;76.3;5.1466
"Eddy";"New Mexico";13124;5008;67;25.5;77.4;4.9165
"Eddy";"North Dakota";790;354;64.8;29;95.2;4.425
"Edgar";"Illinois";5634;1778;72.4;22.8;98.3;4.2133
"Edgecombe";"North Carolina";8219;16152;33.3;65.5;38.8;3.396
"Edgefield";"South Carolina";6842;4491;58.8;38.6;58.6;4.3861
"Edmonson";"Kentucky";4135;979;78.9;18.7;96.9;3.7646
"Edmunds";"South Dakota";1433;380;74.7;19.8;97.8;4.9831
"Edwards";"Illinois";2777;432;83.8;13;98;3.9075
"Edwards";"Kansas";1033;208;79;15.9;90.8;4.6551
"Edwards";"Texas";741;302;69.6;28.4;86.9;4.3839
"Effingham";"Georgia";17865;4851;76.4;20.7;82.6;6.303
"Effingham";"Illinois";13613;3071;78.1;17.6;97.6;5.2108
"El Dorado";"California";37286;28026;53.4;40.1;86.6;6.9297
"El Paso";"Colorado";176506;105807;56.3;33.8;79.8;5.7125
"El Paso";"Texas";54567;145509;25.9;69.1;82.1;4.0157
"Elbert";"Colorado";11536;3056;73.5;19.5;94.7;8.2118
"Elbert";"Georgia";5269;2507;66.6;31.7;65.9;3.5817
"Elk";"Kansas";1048;160;83.2;12.7;95.1;3.4089
"Elk";"Pennsylvania";9704;3637;70;26.3;98.5;4.5767
"Elkhart";"Indiana";41810;20667;64.1;31.7;82.9;4.5693
"Elko";"Nevada";13542;3400;73;18.3;79.4;7.0238
"Elliott";"Kentucky";2000;740;70.1;25.9;95.6;2.4246
"Ellis";"Kansas";8311;2669;71.3;22.9;93.8;4.3085
"Ellis";"Oklahoma";1610;155;88.2;8.5;94.4;4.7344
"Ellis";"Texas";44807;16197;71.1;25.7;78.6;6.1952
"Ellsworth";"Kansas";1933;515;73.6;19.6;92.2;4.5865
"Elmore";"Alabama";27619;8436;74.8;22.9;76.2;5.4766
"Elmore";"Idaho";5816;1814;68.3;21.3;82.2;4.2842
"Emanuel";"Georgia";5330;2433;68;31;61.6;3.2046
"Emery";"Utah";3402;379;79.8;8.9;93.9;5.2763
"Emmet";"Iowa";3121;1356;66.3;28.8;93.1;4.8601
"Emmet";"Michigan";10616;6972;56.5;37.1;92.9;5.0929
"Emmons";"North Dakota";1672;215;85.3;11;98.5;3.8477
"Emporia";"Virginia";792;1531;33.5;64.7;32.7;3.2155
"Erath";"Texas";11205;2159;81.1;15.6;85.6;3.9586
"Erie";"New York";173817;192065;45.4;50.1;80;5.0653
"Erie";"Ohio";19301;15692;52.5;42.7;87;4.6498
"Erie";"Pennsylvania";57168;54820;48.8;46.8;88.2;4.5202
"Escambia";"Alabama";10282;4698;67.6;30.9;62.1;3.0687
"Escambia";"Florida";88370;57114;58.3;37.7;68.9;4.3918
"Esmeralda";"Nevada";329;65;77.8;15.4;84.4;3.0284
"Essex";"Massachusetts";135405;220027;36;58.5;81.9;6.7311
"Essex";"New Jersey";62059;231031;20.7;77.1;42.6;5.5095
"Essex";"New York";7275;6760;48.2;44.8;94.2;4.738
"Essex";"Vermont";1506;1019;55.7;37.7;97.3;3.5916
"Essex";"Virginia";2657;2541;49.6;47.5;57.1;4.4885
"Estill";"Kentucky";4236;1108;76.4;20;98.5;2.9184
"Etowah";"Alabama";32132;10350;73.9;23.8;80.3;3.8013
"Eureka";"Nevada";723;74;84.7;8.7;89.3;6.4632
"Evangeline";"Louisiana";10357;4208;69.6;28.3;69;3.1832
"Evans";"Georgia";2404;1130;66.7;31.4;58.8;3.6788
"Fairfax";"Virginia";157837;354485;29.1;65.3;62.7;11.0292
"Fairfax";"Virginia";157837;354485;29.1;65.3;62.7;9.7242
"Fairfax";"Virginia";157837;354485;29.1;65.3;62.7;11.0292
"Fairfax";"Virginia";157837;354485;29.1;65.3;62.7;9.7242
"Fairfax";"Virginia";157837;354485;29.1;65.3;69.6;11.0292
"Fairfax";"Virginia";157837;354485;29.1;65.3;69.6;9.7242
"Fairfax";"Virginia";157837;354485;29.1;65.3;69.6;11.0292
"Fairfax";"Virginia";157837;354485;29.1;65.3;69.6;9.7242
"Fairfax";"Virginia";3695;7363;31.2;62.1;69.6;11.0292
"Fairfax";"Virginia";3695;7363;31.2;62.1;69.6;9.7242
"Fairfax";"Virginia";3695;7363;31.2;62.1;69.6;11.0292
"Fairfax";"Virginia";3695;7363;31.2;62.1;69.6;9.7242
"Fairfax";"Virginia";3695;7363;31.2;62.1;62.7;11.0292
"Fairfax";"Virginia";3695;7363;31.2;62.1;62.7;9.7242
"Fairfax";"Virginia";3695;7363;31.2;62.1;62.7;11.0292
"Fairfax";"Virginia";3695;7363;31.2;62.1;62.7;9.7242
"Fairfield";"Connecticut";128534;184261;39.4;56.5;74.8;8.2283
"Fairfield";"Ohio";43163;24150;61.2;34.2;90.2;5.8786
"Fairfield";"South Carolina";4024;6936;35.8;61.6;38.6;3.612
"Fall River";"South Dakota";2511;821;70.5;23;88.6;3.7667
"Fallon";"Montana";1276;154;86.4;10.4;97.4;5.1164
"Falls";"Texas";3438;1682;65.7;32.1;60.6;3.2908
"Falls Church";"Virginia";1323;5810;17.3;75.8;79.9;12
"Fannin";"Georgia";9622;1920;81.8;16.3;97.1;3.4239
"Fannin";"Texas";9536;2123;79.7;17.7;86;4.4355
"Faribault";"Minnesota";4659;2153;63.3;29.3;96.5;4.4264
"Faulk";"South Dakota";858;204;76.7;18.2;98.9;4.1453
"Faulkner";"Arkansas";29170;14525;61.8;30.8;84.3;5.0314
"Fauquier";"Virginia";22110;12960;59.6;34.9;85.3;8.8409
"Fayette";"Alabama";6705;1358;81.8;16.6;86.5;3.3838
"Fayette";"Georgia";35034;23255;58;38.5;71.1;7.9977
"Fayette";"Illinois";7363;1814;77.4;19.1;93.7;4.4722
"Fayette";"Indiana";6839;2252;71.8;23.6;96.9;3.7391
"Fayette";"Iowa";5591;3666;57;37.4;97;4.5542
"Fayette";"Kentucky";56890;69776;41.8;51.2;75.7;4.8398
"Fayette";"Ohio";7763;2672;71.8;24.7;94.6;3.7619
"Fayette";"Pennsylvania";34388;17826;64.4;33.4;93.3;3.9115
"Fayette";"Tennessee";13046;5865;67.6;30.4;69.2;5.6618
"Fayette";"Texas";8648;2127;78.4;19.3;83.5;4.8015
"Fayette";"West Virginia";10263;4246;67.6;28;93.5;3.3771
"Fentress";"Tennessee";6032;1100;82.5;15;98.1;2.9192
"Fergus";"Montana";4235;1196;73.1;20.6;96.6;3.8344
"Ferry";"Washington";1927;960;61.7;30.7;76.3;3.7571
"Fillmore";"Minnesota";6271;3872;57.1;35.3;98.2;5.0657
"Fillmore";"Nebraska";2100;610;72.9;21.2;96.8;4.8464
"Finney";"Kansas";6155;3006;63.3;30.9;77;4.7945
"Fisher";"Texas";1265;403;73.5;23.4;86.7;4.2125
"Flagler";"Florida";33804;21985;58.9;38.3;82.3;4.7233
"Flathead";"Montana";30079;13233;65;28.6;95.5;4.6581
"Fleming";"Kentucky";4722;1348;75.5;21.5;97;3.2495
"Florence";"South Carolina";29498;26630;51.1;46.1;54.9;4.191
"Florence";"Wisconsin";1897;666;71.6;25.1;97.4;4.796
"Floyd";"Georgia";24045;9127;70.2;26.6;76.9;4.0821
"Floyd";"Indiana";21427;13939;57.6;37.4;90.4;5.3961
"Floyd";"Iowa";4371;3177;54.7;39.8;95.8;4.3826
"Floyd";"Kentucky";11993;4015;72.5;24.3;98.2;3.0476
"Floyd";"Texas";1473;435;75.2;22.2;76.3;4.2279
"Floyd";"Virginia";5289;2300;66.3;28.9;95.9;4.4618
"Fluvanna";"Virginia";7018;5751;52;42.6;80.7;6.8288
"Foard";"Texas";383;113;75;22.1;90.6;3.375
"Fond du Lac";"Wisconsin";31044;17391;60.8;34;94.1;5.382
"Ford";"Illinois";4474;1410;71.1;22.4;97.1;4.8866
"Ford";"Kansas";4994;2032;67.3;27.4;75.3;5.1178
"Forest";"Pennsylvania";1680;626;70.1;26.1;76.9;3.6556
"Forest";"Wisconsin";2787;1583;61.8;35.1;82.7;3.9963
"Forrest";"Mississippi";15149;11271;55.5;41.3;59.7;3.6726
"Forsyth";"Georgia";69801;23427;71.7;24.1;85.4;8.6569
"Forsyth";"North Carolina";74793;92488;43.4;53.6;62.3;4.5724
"Fort Bend";"Texas";117212;134475;45;51.6;50.6;8.5297
"Foster";"North Dakota";1237;346;72.8;20.4;98.4;5.0677
"Fountain";"Indiana";5661;1476;75.7;19.7;97.5;4.5884
"Franklin";"Alabama";9466;2197;79.2;18.4;83;3.6415
"Franklin";"Arkansas";5034;1376;74.4;20.3;95;3.6766
"Franklin";"Florida";4119;1738;68.6;29;82.6;3.8328
"Franklin";"Georgia";7054;1243;83.2;14.7;87.3;3.483
"Franklin";"Idaho";3901;385;70.9;7;94.4;4.4962
"Franklin";"Illinois";13101;4711;70.7;25.4;97.7;3.6273
"Franklin";"Indiana";8665;1967;78.8;17.9;98.3;4.9516
"Franklin";"Iowa";3153;1490;64.2;30.3;93.6;4.8355
"Franklin";"Kansas";7025;2829;65.9;26.5;93.7;4.9543
"Franklin";"Kentucky";11819;10717;49.5;44.9;84.4;4.6071
"Franklin";"Louisiana";6514;2506;71.1;27.4;67.1;3.1214
"Franklin";"Maine";7808;6911;48.3;42.7;97.3;4.1626
"Franklin";"Massachusetts";10327;24369;27.2;64.2;94.2;5.3663
"Franklin";"Mississippi";2685;1471;63.6;34.9;64.8;3.2372
"Franklin";"Missouri";35420;12339;70.8;24.7;96.8;4.8857
"Franklin";"Nebraska";1345;250;81.2;15.1;98.1;4.3011
"Franklin";"New York";7636;6517;50.4;43;84.2;4.5667
"Franklin";"North Carolina";16320;12811;54.6;42.8;66;4.1696
"Franklin";"Ohio";192328;335961;34.7;60.6;69.2;5.0877
"Franklin";"Pennsylvania";49554;17322;71.5;25;92;5.2637
"Franklin";"Tennessee";11526;4372;70.4;26.7;90.8;4.2904
"Franklin";"Texas";3583;665;82.3;15.3;86.5;4.5523
"Franklin";"Vermont";8752;9351;45.2;48.3;95.6;5.624
"Franklin";"Virginia";18560;7254;69.2;27.1;88.5;4.5624
"Franklin";"Virginia";18560;7254;69.2;27.1;88.5;3.1928
"Franklin";"Virginia";18560;7254;69.2;27.1;88.5;4.5624
"Franklin";"Virginia";18560;7254;69.2;27.1;88.5;3.1928
"Franklin";"Virginia";1421;2516;35.2;62.3;39.4;4.5624
"Franklin";"Virginia";1421;2516;35.2;62.3;39.4;3.1928
"Franklin";"Virginia";1421;2516;35.2;62.3;39.4;4.5624
"Franklin";"Virginia";1421;2516;35.2;62.3;39.4;3.1928
"Franklin";"Virginia";1421;2516;35.2;62.3;88.5;4.5624
"Franklin";"Virginia";1421;2516;35.2;62.3;88.5;3.1928
"Franklin";"Virginia";1421;2516;35.2;62.3;88.5;4.5624
"Franklin";"Virginia";1421;2516;35.2;62.3;88.5;3.1928
"Franklin";"Virginia";18560;7254;69.2;27.1;39.4;4.5624
"Franklin";"Virginia";18560;7254;69.2;27.1;39.4;3.1928
"Franklin";"Virginia";18560;7254;69.2;27.1;39.4;4.5624
"Franklin";"Virginia";18560;7254;69.2;27.1;39.4;3.1928
"Franklin";"Washington";7554;4646;58.4;35.9;60.5;5.5177
"Frederick";"Maryland";56472;51891;49.1;45.1;81.5;8.457
"Frederick";"Virginia";26069;11920;65;29.7;89.3;6.8424
"Fredericksburg";"Virginia";3731;6690;33.5;60.1;64.2;4.704
"Freeborn";"Minnesota";8808;6041;55.3;37.9;93.2;4.4683
"Freestone";"Texas";5995;1461;78.8;19.2;73.1;4.4502
"Fremont";"Colorado";15066;5275;68.9;24.1;90.2;3.9943
"Fremont";"Idaho";4091;651;71.6;11.4;89.5;4.452
"Fremont";"Iowa";2401;959;67.6;27;96.9;5.052
"Fremont";"Wyoming";11167;4200;67.5;25.4;74.3;5.0418
"Fresno";"California";79858;82863;46.8;48.6;55.4;4.5563
"Frio";"Texas";1232;1401;45.9;52.2;77.4;3.5849
"Frontier";"Nebraska";1106;161;84.4;12.3;98.4;5.0227
"Fulton";"Arkansas";3470;1067;72.7;22.4;96.8;3.5522
"Fulton";"Georgia";110372;281875;27.1;69.2;44.5;5.6857
"Fulton";"Illinois";8482;6118;54.3;39.2;93.4;4.513
"Fulton";"Indiana";6010;1960;71.8;23.4;95;4.0168
"Fulton";"Kentucky";1549;774;65;32.5;73.4;3.3582
"Fulton";"New York";12448;5770;64.5;29.9;95.3;4.4276
"Fulton";"Ohio";13419;5981;64.8;28.9;94.9;5.2856
"Fulton";"Pennsylvania";5676;904;84.2;13.4;97.3;4.8461
"Furnas";"Nebraska";1915;304;82.7;13.1;96.9;3.9603
"Gadsden";"Florida";6721;14994;30.4;67.9;35.9;3.538
"Gage";"Nebraska";6333;2930;64.3;29.7;96.9;4.7654
"Gaines";"Texas";3907;597;84.8;13;84;5.291
"Galax";"Virginia";1603;680;67.8;28.8;85.8;3.0325
"Gallatin";"Illinois";1942;656;72.2;24.4;97.9;4.033
"Gallatin";"Kentucky";2443;749;73.2;22.4;94.7;4.3793
"Gallatin";"Montana";23360;23879;44.6;45.6;95.1;5.2833
"Gallia";"Ohio";9567;2564;76;20.4;94.7;3.9226
"Galveston";"Texas";73566;45503;59.3;36.7;72.5;6.1877
"Garden";"Nebraska";869;153;81.7;14.4;96.6;3.94
"Garfield";"Colorado";11551;10068;49.5;43.2;82.2;5.7022
"Garfield";"Montana";653;34;91.2;4.7;98.6;4.5096
"Garfield";"Nebraska";819;121;84.6;12.5;99.2;4.1892
"Garfield";"Oklahoma";15998;4391;73.8;20.2;83.9;4.453
"Garfield";"Utah";1577;352;68.7;15.3;94.1;4.5357
"Garfield";"Washington";841;276;68.3;22.4;93.8;5.1548
"Garland";"Arkansas";26053;12283;64;30.2;86.4;3.9162
"Garrard";"Kentucky";5904;1453;77.5;19.1;95.3;4.4652
"Garrett";"Maryland";10189;2252;79;17.5;97.8;4.5206
"Garvin";"Oklahoma";8243;1852;78.3;17.6;81.5;3.8245
"Garza";"Texas";1223;224;82.9;15.2;82.8;4.754
"Gasconade";"Missouri";5670;1519;76.2;20.4;97.9;4.1392
"Gaston";"North Carolina";61467;30982;64.8;32.7;78.2;4.2017
"Gates";"North Carolina";2851;2371;53.5;44.5;63.7;4.6592
"Geary";"Kansas";4116;2569;57.7;36;66.2;4.6908
"Geauga";"Ohio";29577;17165;60.7;35.2;96.9;6.7663
"Gem";"Idaho";5980;1229;75.2;15.5;93.4;4.4432
"Genesee";"Michigan";84174;102744;42.9;52.4;74.5;4.2089
"Genesee";"New York";15986;6946;65.3;28.4;92.9;4.9922
"Geneva";"Alabama";9967;1522;85.5;13.1;86.3;3.5625
"Gentry";"Missouri";2304;605;76;19.9;98.4;3.9192
"George";"Mississippi";8652;1013;88;10.3;89.8;4.3958
"Georgetown";"South Carolina";17334;13234;55;42;63.2;4.0131
"Gibson";"Indiana";11079;3720;71.6;24;95.5;4.9329
"Gibson";"Tennessee";13779;5255;70.7;27;78.5;3.8343
"Gila";"Arizona";12342;6295;63.3;32.3;76.8;3.9954
"Gilchrist";"Florida";6740;1457;80.1;17.3;90.9;3.8406
"Giles";"Tennessee";7964;2915;71.6;26.2;86.4;3.8495
"Giles";"Virginia";5930;1949;72.4;23.8;96.7;4.5141
"Gillespie";"Texas";10445;2286;79.6;17.4;91.3;5.3668
"Gilliam";"Oregon";632;221;67.4;23.6;95.2;4.4743
"Gilmer";"Georgia";10465;1955;82.3;15.4;92.3;3.914
"Gilmer";"West Virginia";1889;537;74.7;21.2;82.5;3.8442
"Gilpin";"Colorado";1564;1634;43.8;45.7;94.8;6.3885
"Glacier";"Montana";1598;3076;32;61.6;31.1;3.3519
"Glades";"Florida";2996;1271;68.8;29.2;71;3.4694
"Gladwin";"Michigan";8124;3794;65.1;30.4;97.7;3.7626
"Glascock";"Georgia";1235;138;88.8;9.9;89.8;3.776
"Glasscock";"Texas";553;34;91.9;5.6;85.2;6.9107
"Glenn";"California";3405;1766;62.6;32.5;71.1;4.3023
"Gloucester";"New Jersey";66949;66355;48.4;47.9;83.6;7.4524
"Gloucester";"Virginia";13087;5399;67;27.7;87.2;6.0519
"Glynn";"Georgia";21482;11738;63.1;34.5;67.6;4.6407
"Gogebic";"Michigan";4019;2925;55;40;91.7;3.4252
"Golden Valley";"Montana";365;71;77.5;15.1;94;3.9313
"Golden Valley";"North Dakota";793;99;84.2;10.5;97.4;3.61
"Goliad";"Texas";2618;973;70.5;26.2;83.7;5.0923
"Gonzales";"Texas";4580;1567;72.7;24.9;71.5;3.9248
"Goochland";"Virginia";8374;4884;60.1;35.1;77.5;8.0976
"Goodhue";"Minnesota";14041;9446;55;37;94.6;5.6836
"Gooding";"Idaho";3743;930;72.1;17.9;80.7;3.705
"Gordon";"Georgia";15171;3176;80.5;16.8;85.2;4.0926
"Goshen";"Wyoming";4418;924;77.4;16.2;94.5;4.3257
"Gosper";"Nebraska";792;165;79.2;16.5;97.1;4.5893
"Gove";"Kansas";1127;149;84.9;11.2;98.2;4.4866
"Grady";"Georgia";6047;3005;65.8;32.7;62.8;3.0571
"Grady";"Oklahoma";17293;3878;77.7;17.4;85.8;4.9637
"Grafton";"New Hampshire";19010;28508;37.9;56.9;93.6;5.4912
"Graham";"Arizona";7899;3274;67.1;27.8;72.1;4.4943
"Graham";"Kansas";1013;185;80.1;14.6;91.8;4.75
"Graham";"North Carolina";3260;761;79.6;18.6;90.3;3.3903
"Grainger";"Tennessee";6618;1154;82.9;14.5;97;3.2364
"Grand";"Colorado";4467;3319;52.5;39;93.5;6.4664
"Grand";"Utah";1924;1920;43.5;43.4;89;4.5888
"Grand Forks";"North Dakota";16325;10828;54.9;36.4;90.3;4.6745
"Grand Isle";"Vermont";1487;2094;39.4;55.4;95.3;5.9509
"Grand Traverse";"Michigan";27412;20964;53.3;40.7;94.7;5.1766
"Granite";"Montana";1185;469;67.1;26.6;97.5;4.5236
"Grant";"Arkansas";5160;1407;74.7;20.4;94.9;4.9004
"Grant";"Indiana";17009;7029;67.4;27.8;88.2;3.9747
"Grant";"Kansas";1755;427;75.9;18.5;81.3;5.3213
"Grant";"Kentucky";7268;1910;76.1;20;96.7;4.6159
"Grant";"Louisiana";7406;1181;84;13.4;81.4;3.9654
"Grant";"Minnesota";2063;1104;59.7;32;97.4;5.003
"Grant";"Nebraska";367;20;93.1;5.1;98.4;4.4167
"Grant";"New Mexico";5251;6226;41.3;49;84.9;3.7899
"Grant";"North Dakota";1098;187;80.7;13.7;97.2;4.1694
"Grant";"Oklahoma";1827;287;83;13;93;4.6625
"Grant";"Oregon";3187;732;76.4;17.5;95;3.5051
"Grant";"South Dakota";2381;970;66.8;27.2;97.1;4.8896
"Grant";"Washington";16921;6973;66;27.2;72.8;4.5949
"Grant";"West Virginia";4338;510;87.7;10.3;97.7;4.1368
"Grant";"Wisconsin";12347;10047;51.3;41.8;97;4.6963
"Granville";"North Carolina";13500;12827;50.1;47.6;60.4;4.9852
"Gratiot";"Michigan";9878;5665;60.1;34.5;90.6;4.0359
"Graves";"Kentucky";12671;3308;76.4;19.9;90.4;3.8394
"Gray";"Kansas";1651;257;82.1;12.8;93.4;5.7808
"Gray";"Texas";6495;699;88.2;9.5;81.5;4.3504
"Grays Harbor";"Washington";9691;8533;49.8;43.9;84.9;4.2405
"Grayson";"Kentucky";8219;1959;77.7;18.5;97.3;3.2399
"Grayson";"Texas";35274;10276;74.9;21.8;83.9;4.6429
"Grayson";"Virginia";5593;1407;77.1;19.4;95.3;3.071
"Greeley";"Kansas";523;83;81.8;13;91.7;5.2847
"Greeley";"Nebraska";911;210;78.2;18;97.6;4.495
"Green";"Kentucky";4372;832;82;15.6;95.7;3.4406
"Green";"Wisconsin";8693;9121;46.3;48.5;96.6;5.5584
"Green Lake";"Wisconsin";6210;2700;66.7;29;96.7;4.6994
"Greenbrier";"West Virginia";9499;3743;67.9;26.8;94.6;3.7895
"Greene";"Alabama";838;4006;17.2;82.4;17.4;2.4226
"Greene";"Arkansas";10698;3056;73.5;21;96.4;3.8413
"Greene";"Georgia";5488;3194;62.1;36.2;56.6;4.2565
"Greene";"Illinois";4139;1202;74.7;21.7;97.9;4.3502
"Greene";"Indiana";10275;2929;74.7;21.3;98.1;4.398
"Greene";"Iowa";2819;1688;59.2;35.4;97.6;4.5865
"Greene";"Mississippi";4309;956;80.9;18;72.5;3.6888
"Greene";"Missouri";77387;42400;60.6;33.2;91.2;4.0337
"Greene";"New York";11546;6370;61.2;33.8;90.3;4.9655
"Greene";"North Carolina";4358;3570;54.4;44.6;50.8;4.0853
"Greene";"Ohio";47506;28023;59.7;35.2;86.4;5.808
"Greene";"Pennsylvania";10394;4157;69.5;27.8;94.6;4.4388
"Greene";"Tennessee";18538;4211;78.9;17.9;95;3.5545
"Greene";"Virginia";5943;2923;62.5;30.8;87.6;5.9358
"Greenlee";"Arizona";1892;1092;58.3;33.7;77.2;4.7992
"Greensville";"Virginia";1737;2558;39.8;58.6;38.5;3.9697
"Greenup";"Kentucky";11546;4146;71;25.5;97.3;4.406
"Greenville";"South Carolina";125595;73338;59.4;34.7;73.8;4.9022
"Greenwood";"Kansas";2146;484;76.3;17.2;95.6;3.8346
"Greenwood";"South Carolina";16881;10633;59;37.2;62.9;3.654
"Greer";"Oklahoma";1482;323;78.2;17;83;3.99
"Gregg";"Texas";28693;11623;69.4;28.1;67.3;4.5525
"Gregory";"South Dakota";1600;391;76.5;18.7;89.6;3.6719
"Grenada";"Mississippi";5940;4386;56.9;42;56.9;3.4129
"Griggs";"North Dakota";847;298;67.9;23.9;98.8;4.5542
"Grimes";"Texas";7065;2194;74.1;23;73;4.3994
"Grundy";"Illinois";13417;8021;58.6;35;93.7;6.4541
"Grundy";"Iowa";4516;1847;66.7;27.3;98.5;5.6827
"Grundy";"Missouri";3462;780;78.5;17.7;96.9;3.7964
"Grundy";"Tennessee";3626;998;76.3;21;97.7;2.6814
"Guadalupe";"New Mexico";591;962;32.6;53;70.4;2.9071
"Guadalupe";"Texas";36495;18308;63.8;32;79.8;6.1958
"Guernsey";"Ohio";11164;4286;69.1;26.5;96;3.8841
"Guilford";"North Carolina";97461;147949;38.7;58.7;57;4.5431
"Gulf";"Florida";5320;1715;73.1;23.6;78.1;4.0455
"Gunnison";"Colorado";3123;4882;34.9;54.6;92.4;5.2332
"Guthrie";"Iowa";3603;1720;63.7;30.4;97.6;5.0609
"Gwinnett";"Georgia";146463;165063;45.2;51;53.3;6.0445
"Haakon";"South Dakota";936;77;89.7;7.4;94.7;4.7198
"Habersham";"Georgia";13184;2483;81.7;15.4;85.7;3.9306
"Hale";"Alabama";3172;4772;39.6;59.6;39.8;3.0051
"Hale";"Texas";6347;2090;72.1;23.7;70.8;4.1191
"Halifax";"North Carolina";8954;15642;36;62.9;40;3.2329
"Halifax";"Virginia";9698;6890;57.2;40.7;60.7;3.4659
"Hall";"Georgia";51681;16153;73.7;23;74.1;5.0853
"Hall";"Nebraska";14139;6142;66.3;28.8;82.6;4.8712
"Hall";"Texas";891;164;81.8;15.1;76.9;3.3006
"Hamblen";"Tennessee";15839;4075;77;19.8;86.6;3.9596
"Hamilton";"Florida";3439;1899;63.1;34.8;59.8;3.7716
"Hamilton";"Illinois";3205;800;77.4;19.3;98.2;3.8417
"Hamilton";"Indiana";87299;57214;56.8;37.2;88.5;8.2468
"Hamilton";"Iowa";4450;2715;58.6;35.8;93.8;4.3589
"Hamilton";"Kansas";690;114;81.5;13.5;79.3;4.3357
"Hamilton";"Nebraska";3763;873;76.8;17.8;98.1;5.6065
"Hamilton";"New York";1795;752;66.8;28;97.3;5.1522
"Hamilton";"Ohio";169972;207587;43;52.6;68.8;4.8593
"Hamilton";"Tennessee";78661;55260;55.8;39.2;73.9;4.6702
"Hamilton";"Texas";3056;479;84.7;13.3;92.9;4.0655
"Hamlin";"South Dakota";2051;555;74.3;20.1;96.7;5.5563
"Hampden";"Massachusetts";78230;110313;39.1;55.1;76.5;4.9094
"Hampshire";"Massachusetts";22089;54572;26.8;66.3;88.7;6.1227
"Hampshire";"West Virginia";6646;1576;77.7;18.4;97.2;2.7766
"Hampton";"South Carolina";3483;5163;39.6;58.7;42.7;3.4233
"Hampton";"Virginia";17802;41030;29;66.7;42.7;5.0705
"Hancock";"Georgia";841;2695;23.5;75.4;24.4;2.5
"Hancock";"Illinois";5713;1744;73.1;22.3;98;4.3925
"Hancock";"Indiana";25050;8901;69.5;24.7;95.2;6.2981
"Hancock";"Iowa";3972;1582;68.3;27.2;96.6;5.0105
"Hancock";"Kentucky";2788;1244;64.9;29;97.3;5.1189
"Hancock";"Maine";13659;16100;42.7;50.4;96.9;4.746
"Hancock";"Mississippi";13720;3320;78.3;19;88.4;4.4522
"Hancock";"Ohio";23777;9419;67.5;26.7;93.4;4.9589
"Hancock";"Tennessee";1842;322;82.6;14.4;98;2.3892
"Hancock";"West Virginia";8870;3247;70.2;25.7;95.7;3.8522
"Hand";"South Dakota";1391;334;76.5;18.4;98.4;4.7679
"Hanover";"Virginia";39592;19360;63.5;31.1;86.7;7.507
"Hansford";"Texas";1730;171;88.9;8.8;81.8;4.915
